,PCA Component 1,PCA Component 2,Cluster Label,URL,Abstract,Date
14,0.11569014951221526,0.06472739903639917,0,https://www.nytimes.com/2021/10/03/us/diaper-need-walmart-shoplifting.html,"A police bulletin seeking information on a man recorded shoplifting packages of diapers drew fresh attention to a continuing crisis of access to the product, according to the National Diaper Bank Network.",2021-10-03
15,-0.010422826969705451,-0.023368714806754523,2,https://www.nytimes.com/2010/09/21/arts/television/21hope.html,"Two new comedy shows, “Raising Hope” and “Running Wilde,” have something to say about class in America.",2010-09-20
17,0.009028410568179816,-0.011062679763377412,2,https://well.blogs.nytimes.com/2012/03/22/quiz-the-diaper-changing-index/,Do you love or hate child-care tasks? See how you compare to others.,2012-03-22
18,0.0286058302328323,-0.017014825337613476,2,https://www.nytimes.com/2018/06/12/well/family/teenage-pregnancy-prom.html,"For teenagers who are pregnant or already mothers, the fairy-tale aspect of prom night is especially potent: They can transform themselves for a few hours and feel free. ",2018-06-12
19,0.04765021405532987,0.026364753517573395,0,https://parenting.blogs.nytimes.com/2014/07/17/goodbye-to-cloth-diapers-and-ideal-motherhood/,"Those washable diapers were part and parcel of the vision I had of myself as a woman and a mother. And when I gave them up, I didn’t know who I was any more.",2014-07-17
20,0.0022185918659014914,0.10024210633848887,4,https://www.nytimes.com/2010/09/19/arts/television/19hope.html,"Greg Garcia’s new Fox sitcom, “Raising Hope,” may be about a working-class clan, but Mr. Garcia says it’s more about family than class.",2010-09-17
21,0.08003841857890316,0.26101183913697795,4,https://parenting.blogs.nytimes.com/2010/10/05/putting-diapers-on-a-toilet-trained-child/,"Is a family really arguing about diapers, or something else entirely?",2010-10-05
22,0.25506344710332385,0.08477495330409254,0,https://dealbook.nytimes.com/2010/11/08/deal-solves-amazons-diaper-dilemma/,"By acquiring Quidsi, the parent company of Diapers.com, Amazon.com should be able compete in the baby-products sector in the way that its deal for Zappos.com made it the leader in the online shoe business.",2010-11-08
23,-0.020774264011925704,-0.0390824454431595,2,https://www.nytimes.com/2013/02/08/movies/porfirio-a-documentary-fiction-hybrid-by-alejandro-landes.html,"“Porfirio,” a sort of documentary-fiction hybrid by Alejandor Landes, has a script, but the story is that of its subject-actor, a paraplegic in Colombia with a startling past.",2013-02-08
24,0.5126272276632248,0.2516201877947908,0,https://bits.blogs.nytimes.com/2013/07/09/a-digital-diaper-for-tracking-health/,"Diapers have traditionally had one primary sensor — the baby inside them, who cries when wet — but a company hopes to have its product collect data for a doctor.",2013-07-09
25,0.1422292545104749,0.13281896937640358,0,https://www.nytimes.com/2011/07/29/business/media/making-the-diaper-change-easier.html,Marketing for Huggies Little Movers Slip-On Diapers is focusing on mothers of babies who have a tendency to squirm during a diaper change.,2011-07-29
26,-0.025977446456251472,0.054475079757505374,4,https://www.nytimes.com/2013/07/19/movies/born-to-royalty-looks-at-the-rearing-of-britains-rulers.html,"The BBC documentary “Born to Royalty” uses archival images of the royal family, going back to Queen Victoria, ostensibly to tell a story about changing royal parental styles.",2013-07-18
27,-0.061440813647397736,-0.06986764139664547,6,https://www.nytimes.com/2010/11/19/us/19ttdiapers.html,"In an effort to save millions of dollars a year, the comptroller’s office is planning to pare the list of vendors who sell incontinence products to the state’s Medicaid patients. The vendors are not happy.",2010-11-19
28,-0.059337409181266926,-0.09742526504830136,2,https://www.nytimes.com/2021/08/12/business/mcdonalds-dog-diapers.html,"Workers at a California restaurant said inadequate safety measures, including unsuitable face coverings, were to blame for a Covid-19 outbreak.",2021-08-12
29,-0.05608280746975495,-0.1083970368106279,2,https://www.nytimes.com/2010/06/23/business/media/23adco.html,"Pampers, the Procter & Gamble brand, said it recognized the expanding role of fathers in parenting.",2010-06-23
30,-0.061440813647397736,-0.06986764139664547,6,https://www.nytimes.com/2010/11/19/us/19ttdiapers.html,"In an effort to save millions of dollars a year, the comptroller’s office is planning to pare the list of vendors who sell incontinence products to the state’s Medicaid patients. The vendors are not happy.",2010-11-19
31,0.4773781702935178,0.31401340914350034,0,https://dotearth.blogs.nytimes.com/2013/12/23/japans-diaper-shift-and-global-population-trends/,"In Japan, adult diapers are now outselling baby diapers in some stores, signaling a big shift in population structure.",2013-12-23
32,0.07777554540644131,0.028016533341078245,2,https://parenting.blogs.nytimes.com/2012/05/25/diaper-duty-divided-and-decided-sign-here/,Would a signed agreement designating which parent is in charge of which homework help?,2012-05-25
33,0.10016286594002326,-0.005686047390774813,2,https://www.nytimes.com/2020/07/29/parenting/diaper-banks-formula-wipes-coronavirus.html,"Over 56 million families have lost income since March 13, and diaper banks are straining to fill the need.",2020-07-29
34,0.012436385695273782,-0.11904369511445677,5,https://www.nytimes.com/2010/10/08/movies/08life.html,"“Life as We Know It,” with Katherine Heigl and Josh Duhamel, never deviates from the romantic-comedy formula, but is well made for its corporate type.",2010-10-07
35,0.030979818201984352,0.03391645464513789,2,https://www.nytimes.com/2018/10/05/us/father-changing-diaper-photo.html,Donte Palmer posted a photo online showing how he changes his son’s diaper in public restrooms without changing stations. Messages of support flooded in from fathers around the world.,2018-10-05
36,0.09589276668378417,0.04386695557356808,0,https://bits.blogs.nytimes.com/2011/07/06/would-you-like-some-dog-food-with-your-diapers/,"Quidsi, the Amazon-owned e-commerce company behind Diapers.com, introduced Wag.com to sell pet supplies.",2011-07-06
38,0.05352355005155895,-0.03284440662693654,2,https://www.nytimes.com/2021/11/08/science/spacex-diapers-toilet.html,The malfunctioning toilet was first detected in another SpaceX capsule last month.,2021-11-09
40,0.03787037677272824,-0.03626735343839034,5,https://www.nytimes.com/2014/06/23/business/media/disrupter-of-the-diaper-market-turns-to-journalism.html,"Vinit Bharara made his fortune selling Pampers and Huggies on the web. Now he wants to capitalize on digital content with a new website, Cafe.com.",2014-06-23
41,0.012012315793770725,-0.058096098693048895,2,https://www.nytimes.com/2021/04/29/business/consumer-goods-prices.html,"Retailers used to absorb much of the cost of goods when suppliers raised prices. Now, the difference is being passed on to shoppers.",2021-04-29
42,0.03367699120595685,-0.061380819635298796,2,https://www.nytimes.com/2017/03/30/movies/the-boss-baby-review-alec-baldwin.html,"An animated feature starring a newborn with an oh-so-familiar voice may confuse the kiddies, but grown-ups should get a kick out of it.",2017-03-30
43,0.06976184580048998,-0.019423834617838955,2,https://www.nytimes.com/2018/05/10/theater/joshua-henry-carousel-billy-bigelow.html,"As the first black actor to star as Billy Bigelow on Broadway, Mr. Henry is changing theater, while a newborn son is changing him.",2018-05-10
44,0.4172692962461763,0.15567696934848335,3,https://www.nytimes.com/2020/03/30/parenting/coronavirus-baby-formula-shortages-wipes-diapers.html,Panic buying has left stores and diaper banks empty of baby essentials as shutdowns and quarantines expand across the country.,2020-03-30
45,0.34970436332373755,0.08976862247558733,3,https://www.nytimes.com/2016/04/07/arts/television/catastrophe-season-2-tv-review.html,"Season 2 of this Amazon Prime show picks up with its stars expecting a baby a couple of years after an unplanned pregnancy led, eventually, to romance.",2016-04-06
46,0.07285680248181287,0.00016092538797694077,0,https://www.nytimes.com/2010/11/01/business/media/01adnewsletter1.html,"Quidsi’s campaign for its new Web site, Soap.com, tries to create a brand identity for a one-stop shopping destination.",2010-11-01
47,-0.026516952273455588,-0.08715628269851522,2,https://www.nytimes.com/2020/02/26/business/coronavirus-china-nurse-menstruation.html,"For many female health workers on the front line in China, even things like menstruation have become an occupational hazard.",2020-02-26
48,-0.027732118995959537,-0.07609179188167024,2,https://www.nytimes.com/2019/11/15/your-money/average-start-for-529-college-savings-age-7-is-costly-study-finds.html,"Many families wait too long to open accounts and lose out on a chance to let their money grow more, Morningstar reported.",2019-11-15
49,-0.0553680266376459,0.01790116551844872,2,https://www.nytimes.com/2020/01/20/us/puerto-rico-protests-emergency-supplies.html,"The governor dismissed three members of her cabinet, but some Puerto Ricans still took to the streets in protest.",2020-01-20
50,0.02052241867226981,-0.034962563990867675,2,https://www.nytimes.com/2023/12/23/world/americas/argentina-economy-inflation-javier-milei.html,Javier Milei warned that things would get worse before they got better. Now Argentines are living it.,2023-12-23
51,0.09815992993387963,0.0609893166768744,0,https://www.nytimes.com/2021/11/15/world/asia/adult-diapers-japan.html,Waste from adult diapers is growing by tens of thousands of tons a year in Japan. One town may have a solution: recycle it into fuel pellets.,2021-11-15
52,0.13095295061571052,0.13693138846474762,0,https://www.nytimes.com/2010/08/01/magazine/01fob-consumed-t.html,Designer diapers join the repertory of child-as-prop tools.,2010-07-30
53,0.1065204144034884,0.09788426398040165,0,https://www.nytimes.com/2016/03/29/science/three-headaches-for-the-recycling-industry.html,"The products that have proved particularly troublesome: diapers, plastic bags and juice boxes.",2016-03-25
54,0.4933028432793973,0.20745206906807756,3,https://www.nytimes.com/2011/06/29/books/review/childrens-books-super-diaper-baby-2-by-dav-pilkey.html,The second graphic novel in Dav Pilkey’s “Super Diaper Baby” spinoff of his wildly popular “Captain Underpants” series.,2011-06-29
55,-0.12577899605089626,0.49745977385181855,0,https://www.nytimes.com/2013/04/19/nyregion/babys-latest-going-diaperless-at-home-or-even-in-the-park.html,Parents who are raising children with a practice known as elimination communication say it can keep diapers out of landfills and help them bond with their offspring.,2013-04-19
56,-0.14114399013920495,0.4219070283529402,0,https://www.nytimes.com/2015/07/30/travel/airports-get-more-friendly-for-parents-with-young-children.html,"Airports are offering more services for parents traveling with small children, including new automated kiosks to sell diapers.",2015-07-30
57,-0.004868075477873374,-0.020944702015317507,2,https://www.nytimes.com/2020/09/17/parenting/helping-parents-kids-coronavirus.html,The pandemic has exacerbated the inequalities that already existed. These organizations are bridging the gap.,2020-09-17
58,-0.0017373388298803194,-0.022842190231377728,2,https://www.nytimes.com/2021/12/18/opinion/diapers-supplies-holidays.html,"Help fulfill the basic health and well-being of moms, dads and kids.",2021-12-18
59,0.11172573678036925,0.03593168791917849,2,https://www.nytimes.com/2013/07/24/opinion/global/chappatte-cartoon-buckingham-palace-welcomes-the-royal-baby.html,The changing of the royal diaper.,2013-07-23
60,0.1564941858866583,0.18337050349954898,0,https://parenting.blogs.nytimes.com/2010/05/25/two-products-i-just-dont-understand/,What do you think about denim diapers and chocolate toddler formula?,2010-05-25
62,0.07788275284255008,0.032146048387786195,2,https://www.nytimes.com/2020/04/17/parenting/dad-brands.html,Modern fathers can choose manly child care gear over the cutesy diaper bags of yesteryear. The bulletproof inserts are optional.,2020-04-17
65,-0.013439099911077534,-0.0361314460226612,2,https://www.nytimes.com/2011/09/04/opinion/sunday/wait-wait-dont-tell-me.html,Test your knowledge of recent events.,2011-09-03
66,-0.007079140154480578,-0.12359561691257802,1,https://www.nytimes.com/2017/01/19/arts/television/rachel-bloom-the-first-time-i-used-the-potty-for-real-i-was-4.html,This co-creator and star of “Crazy Ex-Girlfriend” on CW recalls why she held out for so long and how it has changed her life. Really.,2017-01-19
67,0.0008734920342772754,-0.10556425454355829,2,https://news.blogs.nytimes.com/2015/07/31/what-were-reading-77/,"Get recommendations from New York Times reporters and editors, highlighting interesting stories from around the web. In this installment, great reads from Andrew Jacobs, John Schwartz and others.",2015-07-31
68,0.07749821095554169,0.013947238584921978,2,https://www.nytimes.com/2012/07/29/fashion/the-gravy-train-ends-here-social-qs.html,"What to do when an ex-wife is sending a gift, when you want to wear white to the wedding of two men, and when someone leaves a dirty diaper where it doesn’t belong?",2012-07-26
69,-0.0022707594121507135,-0.023477787072690805,2,https://www.nytimes.com/2019/12/17/travel/family-travel.html,"Several parent-founded companies are popping up, seeking to relieve travel-packing stress by espousing D.I.F.M. — “do it for me” — solutions.",2019-12-17
70,-0.0012668637092260512,-0.0553529944982744,2,https://www.nytimes.com/2018/05/29/climate/recycling-wrong-mistakes.html,"Can you recycle coffee cups or greasy pizza boxes? If you’re tossing things in the recycling bin out of sheer hope, you might be an “aspirational recycler.”",2018-05-29
71,0.06388175529234451,-0.0190641092545539,2,https://dealbook.nytimes.com/2010/07/06/tpg-and-goldman-said-set-to-buy-candovers-ontex/,"TPG and Goldman Sachs’s private equity arm are close to a deal to buy Ontex, the European private-label diaper maker, from buyout shop Candover for 1.2 billion euros ($1.5 billion) or more, according to press reports.",2010-07-06
72,-0.3082245408811052,0.434554677466574,2,https://www.nytimes.com/2020/06/18/style/confederate-flags-racism-south.html,A reader does not understand why her children take issue with her nostalgia for Civil War iconography.,2020-06-18
73,0.033696917833973106,0.23130976797363953,0,https://parenting.blogs.nytimes.com/2013/08/19/as-preschool-looms-potty-training-season-ramps-up/,"Parents all over the country are fighting the good fight, ditching the diapers and pushing the potty, all in the name of compliance with that common mandate: no bladder control, no preschool.",2013-08-19
74,0.32521280035597994,0.20413615736293603,3,https://www.nytimes.com/2013/01/24/technology/personaltech/apps-and-other-digital-tools-lend-a-hand-to-new-mothers.html,"Digital tools offer new mothers help with a range of tasks, including writing thank-you notes, getting back to the pre-baby weight, ordering diapers and other necessities, and calming the little one.",2013-01-23
75,-0.018031746685043162,-0.07612215924606543,2,https://www.nytimes.com/2017/07/02/fashion/weddings/jessica-margolis-maura-kennedy.html,Ms. Margolis is a nurse anesthetist; Ms. Kennedy works for the City of Pittsburgh.,2017-07-02
76,-0.02281594508352354,-0.04125934349236777,2,https://www.nytimes.com/2014/05/08/technology/personaltech/smartphones-smartwatches-and-now-smart-toothbrushes.html,"Smaller and cheaper sensors are infiltrating a range of consumer products, allowing users to put data to work in living healthier lives.",2014-05-08
77,0.008947019539363317,-0.06939330365785035,2,https://www.nytimes.com/2018/01/29/todayspaper/quotation-of-the-day-attacks-belie-us-optimism-in-afghan-war.html,"Quotation of the Day for Tuesday, January 30, 2018.",2018-01-30
78,-0.035023948786428255,-0.030407657327489707,2,https://www.nytimes.com/2011/06/26/fashion/about-diaper-changing-etiquette-social-qs.html,"Questions on getting reimbursement for a ticket, on wasteful printing and on discussions at dinner.",2011-06-24
79,-0.0656577530384883,0.31948710447552714,2,https://www.nytimes.com/2020/06/17/parenting/public-toilets-virus-kids.html,"When they’ve gotta go, they’ve gotta go. Here’s how parents can minimize the risk.",2020-06-17
80,-0.025583738332993527,-0.015145860582694078,2,https://dealbook.nytimes.com/2011/05/13/the-photo-pg-probably-wanted-to-retouch/,"A picture in Fortune magazine features the directors of Procter & Gamble, including Rajat K. Gupta — weeks before regulators accused him of leaking insider information to Raj Rajaratnam.",2011-05-13
81,0.008947019539363317,-0.06939330365785035,2,https://www.nytimes.com/2019/06/24/todayspaper/quotation-of-the-day-democrats-split-over-bill-to-send-relief-to-border.html,"Quotation of the Day for Tuesday, June 25, 2019.",2019-06-25
82,0.014240788036925533,-0.06695136235354274,2,https://www.nytimes.com/2018/01/23/business/kimberly-clark-layoffs.html,The maker of Huggies and Kleenex will lay off as much as 13 percent of its staff in an effort to reduce costs.,2018-01-23
83,-0.013918168561164655,-0.07927207571046414,2,https://www.nytimes.com/2020/04/04/parenting/coronavirus-kids-safe-online.html,"A hasty primer. And, more new Parenting stories.",2020-04-04
84,0.06756975784692788,0.0436248698832641,7,https://www.nytimes.com/2019/04/30/magazine/how-to-prepare-yourself-for-space.html,Rehearse basic bodily functions (use a diaper). Get counseling in advance.,2019-04-30
85,-0.14136512635030493,0.23041919385750076,4,https://www.nytimes.com/2010/10/03/books/review/Upfront-t.html,Jerome Groopman’s children were born when the American family was transitioning from the Scotch-drinking Old Dad to the diaper-changing New Dad.,2010-09-30
86,0.06552643150232199,0.07782452995693966,0,https://www.nytimes.com/2019/10/03/movies/lucy-in-the-sky-review.html,A story that captured the public imagination (it’s the one with the diapers) makes for a messy movie.,2019-10-03
87,0.0010566890199842083,-0.03779556853982434,2,https://www.nytimes.com/2016/12/10/crosswords/retronyms-crossword-puzzles-daily.html,In which Tom McCoy contacts us from the past.,2016-12-10
88,-0.34712480193756173,0.6941749751358415,2,https://www.nytimes.com/2012/12/20/fashion/childrens-clothing-inspires-lines-for-adults.html,"As children’s clothing becomes more fashionable, parents press those designers to cater to them, too.",2012-12-19
89,0.38757104230057043,0.09335363767130138,3,https://www.nytimes.com/2016/05/22/travel/mexico-holidays-budget-travel.html,A new mother traveling internationally with her infant for the first time learns that there is a daunting list of baby must-haves.,2016-05-19
90,0.04637900910855744,-0.044314994089326334,0,https://intransit.blogs.nytimes.com/2011/11/24/mumbai-market-specializes-in-western-goods/,"It is not easy to imagine this in today’s Mumbai, but it wasn’t long ago that anything considered “foreign goods” was hard to come by in the city’s markets. An exception that continues today is Crawford Market, in South Mumbai, where residents and visitors alike can find Western items like Camay soap, Kraft cheese, Fa deodorant or a pack of Pampers diapers.",2011-11-24
91,-0.004868075477873374,-0.020944702015317507,2,https://www.nytimes.com/2013/02/12/business/media/using-silly-cat-videos-to-sell-litter-box-products.html,"Litter Genie, a cat product that was introduced in 2012, is the subject of a series of promotional videos on YouTube.",2013-02-12
92,-0.013918168561164655,-0.07927207571046414,2,https://www.nytimes.com/2020/04/15/parenting/mom-pressure-type-b.html,My version of parenting isn’t always Instagram-worthy.,2020-04-15
93,-0.004868075477873374,-0.020944702015317507,2,https://www.nytimes.com/2022/08/14/technology/baby-gear-tech.html,Fears of pointless consumerism were no match for the joy and relief our gear provided.,2022-08-14
94,-0.04465694650933932,0.11080498475497827,4,https://parenting.blogs.nytimes.com/2012/06/15/practical-travelers-tips-for-summer-travel-with-kids/,Seven tips for easier family travel.,2012-06-15
95,0.07544246178262233,0.12373276783721113,4,https://well.blogs.nytimes.com/2011/03/31/toddler-twins-secret-language-or-babble/,"A video of two diaper-clad twins chatting up a storm in the family kitchen has gone viral, prompting millions of viewers to wonder what the heck the toddlers might be talking about.",2011-03-31
96,0.010102311165405081,-0.04883883621085446,2,https://well.blogs.nytimes.com/2014/03/10/zombies-workout-music-and-baby-trackers-health-tech-for-everyone/,"Amid a deluge of health apps and devices washing over consumers, there are some quirky, intriguing products that may have escaped your notice. Here are the best of them.",2014-03-10
97,-0.12490482526894699,0.4554493376792013,0,https://www.nytimes.com/2015/03/15/style/channeling-a-hollywood-baby-boom-for-charity.html,"Kelly Sawyer Patricof and Norah Weinstein are the co-presidents of Baby2Baby, a charity for children that supplies diapers to low-income families.",2015-03-13
98,-0.02060273810075069,-0.009142924538219861,2,https://www.nytimes.com/2012/06/28/us/a-recycling-ideal-so-close-cities-can-smell-it.html,"Places like Portland, Ore., and Seattle are cutting back on garbage collections, but the quest for “zero waste” comes at a pungent cost.",2012-06-28
99,0.010204437066403959,-0.05340752801923566,7,https://www.nytimes.com/2022/05/13/opinion/baby-formula.html,Food-insecure families already know how this feels.,2022-05-13
100,-0.004868075477873374,-0.020944702015317507,2,https://boss.blogs.nytimes.com/2010/10/20/how-did-you-get-your-product-on-the-right-shelves/,What lessons have you learned?,2010-10-20
101,0.010696730091822865,-0.04148726234776546,2,https://www.nytimes.com/2017/02/14/nyregion/metropolitan-diary-confusion-at-the-postal-counter.html,When a word on a shipping form has two meanings.,2017-02-15
102,-0.013247016300391925,-0.0734794795743095,2,https://parenting.blogs.nytimes.com/2015/11/06/winners-the-best-parenting-advice-in-six-words/,"The winners in the “Best Parenting Advice in Six Words” contest include the funny, the practical and the sweet.",2015-11-06
103,-0.011836615543283593,-0.06065600851504547,2,https://www.nytimes.com/2021/06/17/movies/fatherhood-review.html,"Kevin Hart plays a widower raising a daughter in this Father’s Day Netflix weepie, but the lack of conflict borders on bland.",2021-06-17
104,0.057841311565662495,0.035601166616731024,2,https://well.blogs.nytimes.com/2012/03/22/do-women-like-child-care-more-than-men/,"On 16 out of 25 child-care tasks — like changing diapers, taking a child to the doctor or getting up in the middle of a night to attend to a child — women reported statistically significant higher levels of enjoyment than men.",2012-03-22
105,0.017918896165333778,-0.03341666065742612,2,https://www.nytimes.com/2022/10/21/climate/reader-stories-generational-differences.html,"We invited you to talk about your families and climate. Today, we’re sharing a few of the responses.",2022-10-21
106,-0.015977393386529464,-0.021841141227073587,2,https://www.nytimes.com/2010/09/30/garden/30guilt.html,Even the most ardent adherents to green living say they stray from the rules.,2010-09-29
107,-0.02980337301830808,-0.12475064377781404,2,https://bucks.blogs.nytimes.com/2013/07/10/wednesday-reading-travel-warnings-issued-on-egypt/,"Travel warnings are issued on Egypt, the Ford F-250 is now thieves’ favorite target, regulators crack down on abusive debt collection and other consumer-focused news from The New York Times.",2013-07-10
108,0.09122580373519758,0.03952310090920425,0,https://dealbook.nytimes.com/2014/12/12/7-things-jessica-alba-said-about-starting-a-business/,"Jessica Alba is known for her acting career, but she is a successful entrepreneur in her own right, after helping start the Honest Company, a provider of diapers and other products.",2014-12-12
109,0.15001202143574963,0.048519281308611176,2,https://www.nytimes.com/2014/11/14/movies/dumb-and-dumber-to-carrey-and-daniels-strike-again.html,"“Dumb and Dumber To” reunites Jim Carrey and Jeff Daniels, adds Kathleen Turner and relies heavily on diaper gags.",2014-11-13
110,-0.03368380283587793,-0.022152722762477213,2,https://www.nytimes.com/2014/01/23/theater/in-east-towards-home-a-red-diaper-baby-grows-up.html,"“East Towards Home,” a Billy Yalowitz play, features a Jewish New Yorker’s 20th-century mix of storytelling, memories and Woody Guthrie songs.",2014-01-22
111,-0.019116225523290557,-0.054495660069258094,2,https://learning.blogs.nytimes.com/2010/03/08/when-is-looting-morally-okay/,"Student Opinion | Tell us where you’d draw a moral line about what desperate people are entitled to do, and why.",2010-03-08
112,0.09869702134202953,0.11792753276313848,0,https://www.nytimes.com/2018/07/20/technology/pinduoduo-china-shopping-nasdaq-ipo.html,"As it prepares to list shares on the Nasdaq, the fast-growing online marketplace has been hit by a complaint that it allows sales of knockoff diapers.",2018-07-20
113,-0.004868075477873374,-0.020944702015317507,2,https://www.nytimes.com/2012/04/15/education/edlife/educating-olympians.html,Official (product here) of Team U.S.A.,2012-04-13
114,-0.28528020676679056,0.4489274203199175,4,https://www.nytimes.com/2016/11/24/nyregion/neediest-cases-jose-alvarez.html,"Kenerly Alvarez, 4, has Down syndrome, and her father is disabled, but the Manhattan family is making progress with the assistance of a center that helps children with developmental delays.",2016-11-24
115,-0.004868075477873374,-0.020944702015317507,2,https://www.nytimes.com/2022/09/13/magazine/pet-roommate-ethics.html,The magazine’s Ethicist on speaking up for a member of the household — when it’s a pet.,2022-09-13
116,-0.035023948786428255,-0.030407657327489707,2,https://www.nytimes.com/2019/02/27/fashion/dior-saint-laurent-maison-margiela-paris.html,Is freedom the ability to replace the power suit with a onesie? Plus other questions of gender and identity at Margiela.,2019-02-27
117,0.09160689806696355,-0.027640865819550317,0,https://dealbook.nytimes.com/2010/11/08/amazon-to-announce-deal-for-parent-of-diapers-com/,"Amazon.com plans to announce Monday that it will acquire Quidsi, the e-commerce company that runs Diapers.com, for about $540 million, The New York Times reports.",2010-11-08
118,0.046388495057282826,0.09318389907966779,4,https://www.nytimes.com/2010/04/09/world/europe/09britain.html,"The leaders of Britain’s main political parties have relentlessly presented themselves as diaper-changing, maternity-leave-supporting, dinner-cooking family men.",2010-04-08
119,-0.020254673759153644,-0.018583553397106323,2,https://www.nytimes.com/2021/11/03/arts/television/jimmy-fallon-joe-biden-approval-ratings.html,"“I mean, he cut his approval rating in half in three months,” Fallon joked on Tuesday.",2021-11-03
120,0.00429141238102517,-0.07049566308865128,2,https://www.nytimes.com/2016/01/17/magazine/how-to-take-your-baby-to-work.html,Get the right equipment. Line up temporary sitters just in case.,2016-01-15
121,-0.004868075477873374,-0.020944702015317507,2,https://www.nytimes.com/article/potty-training-guide.html,"Don’t rush your toddler into using the toilet before he’s ready. The process takes patience, preparation and praise.",2020-04-16
122,-0.24051788675735702,0.16644182188035922,6,https://www.nytimes.com/2014/09/13/us/bodies-of-infants-found-in-massachusetts-home.html,"Erika Murray, the 31-year-old woman who the authorities believe is the mother of the children, has been ordered held without bail.",2014-09-12
123,-0.023454348944822512,-0.07235072412794569,2,https://wheels.blogs.nytimes.com/2011/03/15/church-van-no-longer-with-the-band/,"To continue touring, a rock band profiled in Auto Ego in The Times recently had to abandon its long-suffering church van and trade up to a Dodge Sprinter.",2011-03-15
124,-0.12184217027498942,-0.04501449775868863,6,https://parenting.blogs.nytimes.com/2010/11/23/using-public-spaces-as-a-potty/,How old is too old to use the bushes as a bathroom?,2010-11-23
126,-0.0080285399464775,-0.043387939093663785,2,https://www.nytimes.com/2019/07/12/us/tampon-tax.html,"Menstrual products are subject to sales taxes in 35 states, and lawmakers’ efforts to exempt them have foundered. Now supporters of ‘menstrual equity’ are considering legal action.",2019-07-12
127,0.035361642214744124,0.004800931630837208,2,https://www.nytimes.com/2017/08/09/travel/long-flights-tips-travel-children.html,A carefully plotted parental playbook can help with meltdowns and maladies.,2017-08-09
128,-0.22616793741920493,0.25015186394720346,2,https://mediadecoder.blogs.nytimes.com/2010/05/25/speed-read-for-tuesday-may-25/,Congress to look at telecommunications and Sarah Ferguson hopes to still sell children’s books in today’s media coverage.,2010-05-25
129,0.06787546818775946,-0.039811538332631465,5,https://www.nytimes.com/2015/10/18/business/energy-environment/social-responsibility-that-rubs-right-off.html,Volkswagen is just one recent example of a company that has promoted its environmental credentials with claims that are exaggerated or just made up.,2015-10-17
130,-0.004868075477873374,-0.020944702015317507,2,https://cityroom.blogs.nytimes.com/2011/12/08/nicks-discount-stor/,"At Nick’s Discount Store in Bath Beach, the merchandise includes lawn ornaments, skin lotion, pet supplies — and there’s a deli up front.",2011-12-08
131,0.3121038644459513,0.2520303971811909,4,https://www.nytimes.com/2012/12/09/fashion/celebrating-a-new-baby-but-modestly.html,"Another baby, another request for friends and family to give a gift. Mothers uncomfortable with that are being given smaller, more casual parties where the gifts are also more modest.",2012-12-08
132,0.008192132142672028,-0.1424948667306197,1,https://www.nytimes.com/2017/07/07/realestate/interview-prep-for-dogs.html,Tips for dog owners on training and preparing their pets for life in a co-op.,2017-07-07
